Date,Close,High,Low,Open,Volume
2020-02-25,195.2667999267578,199.38847296833205,193.83276561723216,198.02090977692393,18132400
2020-02-26,198.23934936523438,202.36102239210948,196.3874324302758,196.39693865511327,19482100
2020-02-27,194.71597290039062,199.40746871678652,191.70544136240298,194.69697494205485,22741200
2020-02-28,197.53656005859375,198.41027771990943,188.57239335625826,188.97030709851802,31251100
2020-03-02,200.3666534423828,200.49011843350902,193.50605747068482,198.09688289953183,21542200
2020-03-03,196.9762420654297,200.75602408175067,192.0663206883344,200.46162095237833,20813800
2020-03-04,201.29736328125,202.00012832331117,198.34381118256584,198.95161541712483,12474400
2020-03-05,200.822509765625,204.32687212015233,198.6192104242291,199.43594869854715,13462900
2020-03-06,194.3455810546875,196.58686179782745,190.98366718557529,196.3019504042292,21700500
2020-03-09,187.7167205810547,189.83453641191434,184.17434773317314,185.7793346308617,25502600
2020-03-10,196.00755310058594,197.01422749550323,190.698761457234,195.19081480997826,19022600
2020-03-11,188.90383911132812,192.88306354697804,186.24469016827652,191.50599418081487,18908200
2020-03-12,175.78855895996094,180.90455991689905,174.67740300294705,177.11812622900845,30247100
2020-03-13,184.24082946777344,186.13072772914444,178.362215116164,185.0955491688261,23650500
2020-03-16,169.8529510498047,178.54265422211574,165.721772137017,167.28876303982878,26628500
2020-03-17,175.5131378173828,179.86274283441068,170.65070385548447,172.14171753110878,19276500
2020-03-18,170.94509887695312,173.2338672898037,161.4481489393446,167.14631890190972,22054200
2020-03-19,171.7808380126953,177.8303905880404,168.46639721160707,170.2423222427803,20905700
2020-03-20,172.17971801757812,178.82758346620125,170.94511153602306,178.29575654890286,21006100
2020-03-23,167.46922302246094,169.52056782529283,161.4006721824807,166.45305684598924,22554700
2020-03-24,176.40585327148438,179.30242603501583,172.06573999296086,173.87966099304734,20801500
2020-03-25,179.07449340820312,185.370976124876,175.2329787321335,176.47233828772664,19605200
2020-03-26,185.4944305419922,186.44412552246638,178.16278413343582,179.150460537003,15416800
2020-03-27,179.10296630859375,183.04420902745773,178.5426497685897,180.4135499706732,13376400
2020-03-30,181.64816284179688,181.8475906724832,177.60245295353025,178.04881075332676,12254400
2020-03-31,184.69668579101562,186.89047899664345,181.01187892036646,182.34144616886934,19084800
2020-04-01,178.1248016357422,183.1676800433051,175.73156604715086,179.96721235522617,17948600
2020-04-02,179.39736938476562,181.67664594838135,176.3507550717073,176.71923717423084,13412100
2020-04-03,177.6974334716797,180.96438661678263,176.08295485681717,180.5560102280469,9483100
2020-04-06,186.5675811767578,186.97595756507982,183.00622490146517,184.943610830294,13248700
2020-04-07,188.03961181640625,191.31605669981658,187.13740445593032,189.98648948345163,14934500
2020-04-08,186.12123107910156,188.8563574490812,184.13067687044057,188.36251196756902,13608000
2020-04-09,186.49160766601562,190.27140430412112,183.67101227878035,188.65691116655236,17821300
2020-04-13,189.40716552734375,190.24764035182793,185.69385474828255,187.46977968992263,16117900
2020-04-14,194.47854614257812,197.5080755922027,193.97520893841062,194.63999255795298,16757100
2020-04-15,197.69801330566406,198.6287103805868,191.18310479881245,194.46905598953424,10768100
2020-04-16,201.96214294433594,202.52245951857537,198.6002145165078,199.93928794947655,16353800
2020-04-17,198.9611053466797,204.1654299636069,198.34475131205843,204.1654299636069,13558500
2020-04-20,201.45880126953125,205.22909150925125,198.82814211054173,199.31248133477345,19295400
2020-04-21,196.90975952148438,201.45880672581316,194.7159663711428,199.34097642387496,14107600
2020-04-22,199.39797973632812,201.3353512686357,198.68570844646266,201.3353512686357,13471100
2020-04-23,194.9154052734375,199.96777509282555,193.2249493478532,199.66388023096545,20424000
2020-04-24,194.07968139648438,196.11202822801303,192.61715739260532,195.53271366667468,14673900
2020-04-27,193.44338989257812,197.3276392262065,191.86689260855013,197.1092134190353,17286800
2020-04-28,191.03114318847656,194.86791909822284,189.37582839958975,194.50703036154093,17203800
2020-04-29,196.3019561767578,196.6628449186744,192.3227317559689,192.7216019222576,19117800
2020-04-30,192.4746856689453,196.30195539460448,189.26471190244573,195.8745955389405,20107400
2020-05-01,184.69668579101562,187.45081007890897,183.15818447614856,185.90280253935506,22276200
2020-05-04,181.53419494628906,185.19052652283358,179.9956936708205,184.96259450412884,25709400
2020-05-05,185.20953369140625,188.29604262028576,184.43077679049924,186.5011195459083,22957200
2020-05-06,185.3519744873047,188.9038390630847,185.1240424666913,187.72621202670942,18598900
2020-05-07,186.6055908203125,188.1250942481735,184.98160586317945,188.03962516916567,16164600
2020-05-08,191.0691375732422,192.8070811458554,188.6853938712754,189.7490621152939,23819700
2020-05-11,195.06735229492188,196.24497934248924,192.19928375372407,192.57915596716074,17920700
2020-05-12,190.2333984375,197.58404277295716,189.95799327042155,196.5393725022556,17826800
2020-05-13,189.42616271972656,194.38355706913464,188.0206037480709,193.37688273213465,22429700
2020-05-14,191.17361450195312,191.61997233016956,184.2693275017505,185.66538037022383,20025900
2020-05-15,193.4338836669922,194.20314884138665,190.0339880903494,190.60379643399384,17209500
2020-05-18,204.45033264160156,204.6307770050747,199.7873268459778,201.8101817757834,23556600
2020-05-19,206.2737579345703,209.49322351156715,204.36487613816914,205.82740011048907,21438100
2020-05-20,205.88438415527344,210.03170662501842,199.98678599145612,208.93291165140448,38324100
2020-05-21,201.4873046875,203.78556496273092,198.98960207623495,200.66106014244025,29850700
2020-05-22,189.6540985107422,194.5735264031925,188.97982314058245,193.00652087660274,51979300
2020-05-26,191.57247924804688,196.39693165470234,190.88869767915423,195.58019336359146,28683200
2020-05-27,191.0596466064453,192.778606850169,186.85250441578054,192.778606850169,23605400
2020-05-28,189.45465087890625,192.1897624821436,187.67871146758216,188.98929513636344,18763200
2020-05-29,196.95724487304688,197.42260063846606,186.8050030352439,189.9389994239787,43179500
2020-06-01,196.1785125732422,196.77681059810266,193.6808099655218,195.54220414028208,16169700
2020-06-02,203.5481414794922,203.7760735079579,196.74832145449392,196.7863173715031,22485800
2020-06-03,207.61282348632812,207.95471426425786,202.99730522987474,204.75424676752382,19999500
2020-06-04,207.0714874267578,208.932895966953,205.43802539018867,206.3497244575205,14962400
2020-06-05,208.5055389404297,209.49321535858226,207.69829239862753,208.93289878971498,11983200
2020-06-08,207.9832000732422,209.3127672452688,204.49782124474817,208.55302285622236,12731200
2020-06-09,209.61668395996094,209.61668395996094,205.32405845326423,205.4285254841085,14140100
2020-06-10,212.4277801513672,213.6813845632458,209.50273217270976,210.83229943573588,13372400
2020-06-11,204.412353515625,208.88540877394027,202.81685840753113,207.03350645389907,15560300
2020-06-12,206.69161987304688,208.45805315827278,203.12077187860123,207.5083581552738,12716500
2020-06-15,206.11228942871094,206.76758124877986,202.04759628898486,203.33918197299465,17419900
2020-06-16,211.4210968017578,213.52942086642787,209.02787582931805,209.88259553501857,17212400
2020-06-17,212.96910095214844,213.6813721927911,211.30713472398227,213.11154940379876,12486700
2020-06-18,212.29481506347656,214.659560843001,211.70600879749847,212.48476565745275,10358800
2020-06-19,209.54071044921875,215.10592389429968,209.01837528545252,214.99196512809473,19545200
2020-06-22,210.27197265625,210.9082665649715,208.40582546598517,209.80661689112728,13303600
2020-06-23,217.24273681640625,218.64354277377734,213.23502265442102,213.79533924089105,18263400
2020-06-24,214.8400115966797,219.40804238835182,212.97100956844642,216.81537900492637,12159500
2020-06-25,210.9842529296875,213.38698021436485,209.7591382167025,213.29200491417203,14953100
2020-06-26,204.85870361328125,211.07919392984908,202.75987140203375,211.03172077540407,19340600
2020-06-29,204.20343017578125,205.60897476793008,201.1644089665961,204.2129219092863,12333000
2020-06-30,204.84921264648438,205.54248595263817,202.18057196238368,204.88720856230418,12933800
2020-07-01,205.08663940429688,205.65646222037026,203.9375165298503,204.95368267937258,11788100
2020-07-02,212.351806640625,213.7051104153023,208.98987824385478,210.68984039967128,18128700
2020-07-06,227.9268035888672,228.38265313851008,221.1080003372743,221.57334162023616,33702900
2020-07-07,224.61236572265625,229.16141301915664,224.25149146624295,228.88599334612965,16491600
2020-07-08,244.71739196777344,245.48664257190836,231.74456974103342,232.5423100348626,39922700
2020-07-09,248.42120361328125,254.51825822296405,243.03644923101655,252.1914938962529,36803900
2020-07-10,247.87989807128906,248.72511153969427,242.84651173707547,247.1201246915187,20335000
2020-07-13,239.00975036621094,252.29598926981842,238.06954705431886,248.29778124326364,21568700
2020-07-14,236.0751953125,237.18633677285268,229.0949309563399,234.16631349464225,19782600
2020-07-15,236.67349243164062,239.79798254089906,234.1377940818275,238.82928960339714,12614700
2020-07-16,230.301025390625,232.72275041152827,228.62956749534175,229.60775213461253,18032100
2020-07-17,234.70762634277344,235.4578790314231,232.1814341151347,234.1473097596253,18742400
2020-07-20,241.9917755126953,244.7079182260858,239.73149682332308,243.54928919129796,19015000
2020-07-21,244.92633056640625,248.74412295064937,243.61574685136105,248.06981864471746,17120700
2020-07-22,239.03822326660156,243.37832178431196,237.04387250583142,242.8939825619525,19682200
2020-07-23,239.2091827392578,244.69841871443091,236.17965335164305,239.41811679986543,25712000
2020-07-24,236.4740447998047,236.92989432260703,229.72171306141547,232.63728354142765,17221500
2020-07-27,238.24049377441406,240.14937555160998,233.4445310155611,234.67913744227513,18966900
2020-07-28,236.52154541015625,238.99074374427224,236.0276999468547,238.51589623872735,9878700
2020-07-29,239.75050354003906,241.5074451135458,237.51872895042325,237.74664647956425,11493600
2020-07-30,240.0259246826172,241.0895784683263,237.0628663648338,239.03823374629073,7032900
2020-07-31,238.39244079589844,241.6024000127789,235.6193331599872,241.4124639127403,12304100
2020-08-03,244.96434020996094,247.53800564566103,241.2225394448626,241.24153740314125,11530300
2020-08-04,249.01004028320312,249.35191657123002,245.80006655001353,246.9966625404989,10994500
2020-08-05,251.58370971679688,252.59609364454974,248.58742310596776,250.4725537978104,10673800
2020-08-06,252.31494140625,252.33395385353086,246.16093682419802,250.16865057792197,10359500
2020-08-07,239.41812133789062,244.7933986514159,235.11600403862784,244.46099959654995,22529600
2020-08-10,235.6478271484375,239.08571844278566,233.71994744005153,236.79694999390716,13621700
2020-08-11,235.92323303222656,240.15887915990018,235.3629164532945,238.64885307821456,10681800
2020-08-12,242.35267639160156,243.19788989525105,236.17015248807624,236.71148560953716,11112300
2020-08-13,240.95660400390625,244.04311259307931,240.1588637233606,243.49230227403226,8794500
2020-08-14,241.1940460205078,242.90349995922494,238.98125487916786,242.63758651222406,7876400
2020-08-17,244.03363037109375,244.4277619293913,237.50449143532725,240.2728461122331,9760000
2020-08-18,246.16094970703125,248.269273715915,243.178893566787,245.69557946013254,13267800
2020-08-19,247.4810028076172,248.14580086359874,244.43249014224014,247.76592868120488,14096500
2020-08-20,244.99282836914062,245.85705432545913,241.3934760856585,243.96717048765044,21460800
2020-08-21,252.4289093017578,253.9769167269703,245.31570331088037,245.99948484280276,25648200
2020-08-24,262.1347961425781,263.03701796032755,257.9561440558034,259.49464527563674,22475800
2020-08-25,271.6127624511719,274.5758061316385,262.1538086291305,264.072182042153,27535500
2020-08-26,277.27294921875,277.7668091766245,269.808360292088,274.7087900607084,19530300
2020-08-27,269.8748474121094,275.6489803991395,267.9089717589151,275.57301754955927,14805800
2020-08-28,274.46185302734375,274.9367005239308,269.3050161701817,270.7485421261457,9681500
2020-08-31,272.5909423828125,274.64228696807817,269.342972877211,274.10095388674625,13253800
2020-09-01,283.00909423828125,283.00909423828125,274.3383747339999,274.6517902966839,13797100
2020-09-02,281.17620849609375,283.95880791892324,275.2121249940823,283.95880791892324,12638600
2020-09-03,268.2888488769531,276.1076897665298,264.16717588005804,274.46186663872373,16766200
2020-09-04,267.23468017578125,269.5044360718224,253.9389506626526,265.53471807296194,15885800
2020-09-08,256.4366149902344,260.1879215629115,253.17916833070538,256.6360717931854,12734000
2020-09-09,259.4092102050781,261.77397070697003,257.25341276642257,260.6438312218331,9465700
2020-09-10,254.0908966064453,263.16050163671173,253.94844814678513,261.0711609537204,10676800
2020-09-11,257.9466552734375,260.71977753572355,254.63222886629063,258.91536276060503,9412800
2020-09-14,260.3114318847656,262.3912664657919,258.08914883566797,261.5080279989602,7883300
2020-09-15,263.97723388671875,265.0599001794809,260.97619398371404,264.0152298046385,8291400
2020-09-16,264.148193359375,269.338273295173,264.015222141712,266.8927969647522,9583500
2020-09-17,261.8498840332031,262.02082216272396,258.62188352629056,259.3711652255957,8016900
2020-09-18,258.7064208984375,263.32192473096603,256.9399731107251,262.0968390365887,11753500
2020-09-21,260.0455017089844,260.42537392689957,252.9987517897285,255.56293997984298,9076400
2020-09-22,261.4415283203125,262.41971294986286,256.4651071234014,262.134787078241,9673300
2020-09-23,259.2192687988281,263.8537561779809,257.8421994189194,261.54600422182875,7353200
2020-09-24,256.1612548828125,257.604780917333,253.88578926508254,254.4517864126351,9562100
2020-09-25,257.45281982421875,258.1366013987917,251.25131249495806,254.109903783191,11466600
2020-09-28,262.12530517578125,264.81292905771363,260.40540326356535,261.6694411787261,8761700
2020-09-29,262.9990539550781,265.2498266780898,261.0711740843337,261.5745113220435,7673300
2020-09-30,279.1913757324219,280.1600543000686,269.43798851364977,269.7229144328831,24777700
2020-10-01,275.4590148925781,280.7203331497949,273.74957553682214,280.40694656144944,16304000
2020-10-02,273.67364501953125,277.2910245508039,272.09714770271665,272.2016002503736,11482800
2020-10-05,273.7685852050781,275.4115680966959,270.5491340143785,274.51885241944615,17876400
2020-10-06,277.68133544921875,281.90746081720596,272.47699640641787,272.9518439072518,15860400
2020-10-07,281.5845642089844,284.4431553999399,278.13716676209316,282.9996004680809,16669300
2020-10-08,285.4213562011719,287.0927997680219,280.57886210667783,283.11357522117214,15105800
2020-10-09,284.66156005859375,287.38717997597723,282.76217012509835,283.53142072957274,11442200
2020-10-12,290.9295959472656,294.06360719353796,286.1288941314332,288.6598397096754,14780100
2020-10-13,293.246826171875,294.414961476374,287.78607982446186,290.9485514786243,10898500
2020-10-14,285.89617919921875,294.36744202193245,285.66823270053374,293.45574297436286,15157800
2020-10-15,284.3956298828125,284.7783713071427,277.89021394713257,279.02035320961426,9709900
2020-10-16,291.85076904296875,294.4054509195393,287.71011274158377,288.69777467734684,12338000
2020-10-19,289.9324035644531,298.0237947791549,288.1469722724672,294.3010064950243,14107300
2020-10-20,294.2250061035156,296.11488988218287,291.613344849325,292.1261882652175,8806100
2020-10-21,292.4775695800781,298.2042292565045,292.2211623643783,296.0674155118321,11139700
2020-10-22,290.8725891113281,296.162397320228,288.90671346722905,295.79200235145925,8008400
2020-10-23,294.32952880859375,294.7188783091938,288.7643002501057,291.81281351649096,6231400
2020-10-26,291.4328918457031,299.5907681891999,287.94752752351616,294.329478903964,9350100
2020-10-27,301.186279296875,303.2566073935702,290.23626837517105,292.2686295400597,13175900
2020-10-28,292.4490966796875,297.7293988510866,290.6066859599123,297.7293988510866,13644500
2020-10-29,296.836669921875,299.70473841759144,293.3702889328475,293.8736261287075,11174500
2020-10-30,289.3625793457031,295.1936917255352,285.0889517352728,293.0283882288795,14918500
2020-11-02,295.20318603515625,295.77300882335953,290.0273657497546,295.30766755448246,11857600
2020-11-03,271.20440673828125,279.47624203150264,266.6553595961493,271.80271922244697,58132500
2020-11-04,280.8343200683594,284.12028586657664,270.9479909457882,273.3127513699793,28791200
2020-11-05,273.27471923828125,276.598651531362,265.5347112665854,274.547306981174,50065200
2020-11-06,284.8610534667969,285.7537691688237,275.20835119347595,276.82661214855574,25259600
2020-11-09,275.9148864746094,288.70727925070435,275.88639678397897,288.4888389676104,22559900
2020-11-10,253.13172912597656,265.9146165042913,251.03288217838747,265.8861268118187,61064000
2020-11-11,252.2864532470703,258.24105902788324,248.06505231257086,248.74410969441635,41699000
2020-11-12,251.01388549804688,257.5572980212881,249.80778327033624,257.40534334196843,27119100
2020-11-13,247.71844482421875,252.08704770009325,244.2330803410139,251.40326612837035,33942800
2020-11-16,245.3157196044922,249.36142968561055,244.10011113171188,247.31959117821134,20864200
2020-11-17,243.8816680908203,247.1866171744017,243.63476709511704,247.1866171744017,19739500
2020-11-18,242.96046447753906,245.31570393167902,239.8454661536521,244.79338329422342,28307100
2020-11-19,246.81625366210938,248.25027344010894,240.8046679309461,242.17223108389356,20752800
2020-11-20,257.12042236328125,258.66842989464055,248.72512180158495,250.6909974634606,34178400
2020-11-23,256.5221252441406,261.8594359617738,253.00922724155112,260.9287243457323,25317100
2020-11-24,265.8766174316406,266.4939134161499,259.07679741241026,262.33899758257775,20660500
2020-11-25,263.7492980957031,265.27829314306206,260.2639046731476,261.830924618189,15229300
2020-11-27,262.5716857910156,264.888943925116,261.7986094787737,264.7749561791444,9583200
2020-11-30,250.1116485595703,255.43945230926698,249.31390827805652,255.43945230926698,30476100
2020-12-01,250.72897338867188,252.30547048585245,248.41171538870913,252.11551990262015,14573100
2020-12-02,248.17430114746094,249.86475706631165,247.02514934499501,248.82008678333852,13919700
2020-12-03,253.48309326171875,255.08808011342862,249.90275358303813,250.5105433058018,15520500
2020-12-04,253.80599975585938,257.652253079689,252.87528818183978,257.38633962745376,15527600
2020-12-07,250.71946716308594,252.59036737659093,249.38990002763848,252.33396017337995,11388700
2020-12-08,252.704345703125,254.89813889209927,250.5960215885065,251.85913220178995,9447700
2020-12-09,250.52952575683594,254.43278722080905,249.8647566559564,254.10038817917382,9060700
2020-12-10,251.54571533203125,252.70434441582742,248.0603508384685,248.81058903701137,10290300
2020-12-11,251.23233032226562,251.97309128333592,249.294944353931,250.99490656573806,7771300
2020-12-14,243.15040588378906,247.73269578000242,243.15040588378906,247.22460548507044,18369900
2020-12-15,242.27670288085938,242.81802151968247,239.60806212992625,242.49512868310754,16595600
2020-12-16,248.71563720703125,249.9407228884558,244.10961066526642,244.77437977515135,15804800
2020-12-17,251.1278533935547,251.5267380640721,247.110661908335,251.38428960402757,14306600
2020-12-18,246.9207000732422,251.57419977814425,246.16095566597338,250.62450477786254,15981800
2020-12-21,247.3290557861328,247.35754547613357,241.69737153098805,242.33366542633053,10901800
2020-12-22,242.96046447753906,245.34419362131496,242.5615943314408,244.89783582875845,11468400
2020-12-23,243.29286193847656,244.40401785805767,239.82648093089523,242.6470762841792,10729200
2020-12-24,210.83229064941406,218.33487537604555,200.6040714103739,216.75363957230107,141830000
2020-12-28,211.1741943359375,213.67189698345967,204.48834748286686,205.96986945938158,73512100
2020-12-29,224.37493896484375,227.15755289344392,218.04998118000674,220.10131139852896,69715900
2020-12-30,226.39779663085938,231.14627176007005,222.8411933962633,231.10639198847707,44812300
2020-12-31,221.02252197265625,226.90113657211768,219.40518854182932,225.51458993273357,23451800
